20	100	5	20	20
0	500	700	9.42780493731974	348	0
1	800	700	4.51377961994791	425	0
2	200	700	3.85471360937446	477	0
3	300	500	1.6510121159493	475	0
4	200	100	0.762489829567489	324	0
5	200	500	1.19982297588132	477	0
6	400	500	5.45858876568199	326	0
7	200	700	3.35039524517506	350	0
8	500	600	8.91496678298105	336	0
9	200	100	1.88870147424224	487	0
10	600	400	8.43203646523507	385	0
11	400	400	6.88508652471243	483	0
12	100	400	9.39133733016967	348	0
13	100	700	9.4838637576829	310	0
14	800	100	3.27213638614497	413	0
15	600	100	4.46707003957921	344	0
16	500	500	6.69247595439315	460	0
17	400	800	2.07073815263376	303	0
18	200	800	7.09972114632825	387	0
19	200	100	9.28605067044778	429	0
0	6	4
1	4	7
2	5	3
3	3	7
4	5	2
5	8	1
6	4	5
7	5	5
8	2	8
9	3	8
10	6	2
11	3	1
12	3	1
13	7	2
14	3	3
15	7	8
16	4	6
17	6	2
18	6	4
19	8	2
20	3	8
21	1	2
22	1	8
23	6	5
24	4	8
25	4	2
26	6	6
27	3	4
28	2	3
29	4	4
30	5	1
31	5	3
32	4	1
33	5	7
34	8	3
35	8	7
36	1	2
37	5	6
38	2	1
39	1	4
40	3	2
41	7	4
42	8	5
43	2	7
44	3	2
45	1	3
46	8	4
47	6	2
48	4	7
49	7	8
50	4	8
51	5	1
52	8	5
53	2	5
54	1	5
55	2	2
56	3	1
57	2	3
58	3	1
59	4	7
60	7	7
61	4	7
62	3	5
63	8	5
64	4	4
65	2	4
66	3	1
67	8	3
68	6	6
69	4	3
70	4	5
71	6	6
72	8	7
73	1	7
74	3	4
75	7	4
76	3	8
77	1	6
78	4	7
79	6	3
80	6	5
81	1	6
82	4	7
83	7	2
84	2	7
85	5	5
86	5	2
87	3	3
88	2	6
89	7	4
90	5	1
91	3	1
92	5	7
93	1	3
94	8	3
95	8	8
96	1	1
97	5	8
98	5	8
99	3	2
0	0	0
1	9	11
79	6	3
62	3	5
60	7	7
76	3	8
37	5	6
92	5	7
32	4	1
88	2	6
100	4	6
100	4	6
101	2	7
102	2	8
103	5	2
104	8	6
105	4	5
106	4	6
107	2	7
108	3	1
109	5	7
110	4	4
9	12	8
74	3	4
82	4	7
12	3	1
40	3	2
78	4	7
8	2	8
73	1	7
45	1	3
69	4	3
25	4	2
2	5	3
94	8	3
111	7	5
112	5	8
113	1	1
114	7	6
115	2	3
116	3	8
117	6	1
118	2	3
14	9	11
39	1	4
85	5	5
118	2	3
38	2	1
17	6	2
72	8	7
19	8	2
46	8	4
58	3	1
119	1	2
120	7	6
121	8	1
122	1	6
123	4	1
124	7	3
125	7	4
126	3	4
127	5	8
128	5	6
129	1	4
16	12	8
86	5	2
43	2	7
93	1	3
102	2	8
55	2	2
125	7	4
80	6	5
89	7	4
49	7	8
66	3	1
23	6	5
132	3	2
130	3	4
131	3	5
132	3	2
133	4	4
134	2	8
135	2	4
136	8	8
137	6	8
18	9	11
109	5	7
133	4	4
137	6	8
41	7	4
68	6	6
140	6	4
97	5	8
16	4	6
117	6	1
138	2	1
139	5	5
140	6	4
141	8	8
142	7	6
143	6	5
144	5	1
145	8	5
146	2	2
147	1	1
148	3	6
